Pollutant,State,City ,NoOfLocationsUsed,Readings,IdealReadings,Year,Values,id
PM-10,West Bengal,Barrackpore,3,305,312,2016,106,1
PM-10,West Bengal,Barrackpore,3,312,312,2018,108,2
PM-10,West Bengal,Barrackpore,0,0,104,2019,0,3
PM-10,West Bengal,Barrackpore,4,312,416,2017,90,4
PM-2.5,West Bengal,Barrackpore,3,311,312,2016,58,5
PM-2.5,West Bengal,Haldia,0,0,104,2016,0,6
PM-2.5,West Bengal,Howrah,3,311,312,2016,69,7
PM-2.5,West Bengal,Kolkata,0,0,104,2016,0,8
PM-10,West Bengal,Haldia,4,416,416,2016,103,9
PM-10,West Bengal,Haldia,4,416,416,2018,99,10
PM-10,West Bengal,Haldia,0,0,104,2019,0,11
PM-10,West Bengal,Haldia,4,416,416,2017,97,12
PM-2.5,West Bengal,Raniganj,0,0,104,2016,0,13
PM-2.5,West Bengal,Durgapur,0,0,104,2016,0,14
PM-2.5,West Bengal,Asansol,1,86,104,2016,88,15
PM-2.5,Uttarakhand,Kashipur,0,0,104,2016,0,16
PM-10,West Bengal,Howrah,3,312,312,2016,119,17
PM-10,West Bengal,Howrah,4,584,416,2018,179,18
PM-10,West Bengal,Howrah,0,0,104,2019,0,19
PM-10,West Bengal,Howrah,4,416,416,2017,110,20
PM-2.5,Uttarakhand,Rishikesh,0,0,104,2016,0,21
PM-2.5,Uttarakhand,Dehradun,0,0,104,2016,0,22
PM-2.5,Uttar Pradesh,Jhansi,0,0,104,2016,0,23
PM-2.5,Uttar Pradesh,Allahabad,0,0,104,2016,0,24
PM-10,West Bengal,Kolkata,9,886,936,2016,113,25
PM-10,West Bengal,Kolkata,21,2833,2184,2018,144,26
PM-10,West Bengal,Kolkata,12,85,1248,2019,66,27
PM-10,West Bengal,Kolkata,19,1972,1976,2017,120,28
PM-2.5,Uttar Pradesh,Rai Bareilly,0,0,104,2016,0,29
PM-2.5,Uttar Pradesh,Anpara/ Sonbhadra,0,0,104,2016,0,30
PM-2.5,Uttar Pradesh,Agra,0,0,104,2016,0,31
PM-2.5,Uttar Pradesh,Bareilly,0,0,104,2016,0,32
PM-10,West Bengal,Raniganj,3,312,312,2016,214,33
PM-10,West Bengal,Raniganj,3,312,312,2018,147,34
PM-10,West Bengal,Raniganj,1,9,104,2019,220,35
PM-10,West Bengal,Raniganj,4,414,416,2017,165,36
PM-2.5,Uttar Pradesh,Gajraula,0,0,104,2016,0,37
PM-2.5,Uttar Pradesh,Khurja,0,0,104,2016,0,38
PM-2.5,Uttar Pradesh,Noida,0,0,104,2016,0,39
PM-2.5,Uttar Pradesh,Moradabad,0,0,104,2016,0,40
PM-10,West Bengal,Durgapur,4,414,416,2016,196,41
PM-10,West Bengal,Durgapur,4,416,416,2018,141,42
PM-10,West Bengal,Durgapur,0,0,104,2019,0,43
PM-10,West Bengal,Durgapur,4,415,416,2017,155,44
PM-2.5,Uttar Pradesh,Firozabad,0,0,104,2016,0,45
PM-2.5,Uttar Pradesh,Kanpur,0,0,104,2016,0,46
PM-2.5,Uttar Pradesh,Varanasi,0,0,104,2016,0,47
PM-2.5,Uttar Pradesh,Lucknow,0,0,104,2016,0,48
PM-10,West Bengal,Asansol,3,295,312,2016,211,49
PM-10,West Bengal,Asansol,3,321,312,2018,128,50
PM-10,West Bengal,Asansol,2,15,208,2019,234,51
PM-10,West Bengal,Asansol,3,312,312,2017,163,52
PM-2.5,Uttar Pradesh,Ghaziabad,0,0,104,2016,0,53
PM-2.5,Telangana,Nalgonda,1,9,104,2016,35,54
PM-2.5,Telangana,Patancheru,1,56,104,2016,38,55
PM-2.5,Telangana,Sangareddy,1,87,104,2016,28,56
PM-10,Uttarakhand,Kashipur,1,98,104,2016,126,57
PM-10,Uttarakhand,Kashipur,1,96,104,2018,105,58
PM-10,Uttarakhand,Kashipur,1,15,104,2019,120,59
PM-10,Uttarakhand,Kashipur,1,96,104,2017,111,60
PM-2.5,Telangana,Hyderabad,8,533,832,2016,49,61
PM-2.5,Tamil Nadu,Trichy,0,0,104,2016,0,62
PM-2.5,Tamil Nadu,Thoothukudi/ Tuticorin,0,0,104,2016,0,63
PM-2.5,Rajasthan,Udaipur,0,0,104,2016,0,64
PM-10,Uttarakhand,Rishikesh,1,85,104,2016,119,65
PM-10,Uttarakhand,Rishikesh,1,83,104,2018,133,66
PM-10,Uttarakhand,Rishikesh,1,17,104,2019,141,67
PM-10,Uttarakhand,Rishikesh,1,85,104,2017,128,68
PM-2.5,Rajasthan,Kota,0,0,104,2016,0,69
PM-2.5,Rajasthan,Alwar,0,0,104,2016,0,70
PM-2.5,Rajasthan,Jaipur,0,0,104,2016,0,71
PM-2.5,Rajasthan,Jodhpur,0,0,104,2016,0,72
PM-10,Uttarakhand,Dehradun,3,71.33,312,2016,241,73
PM-10,Uttarakhand,Dehradun,3,180,312,2018,217,74
PM-10,Uttarakhand,Dehradun,1,40,104,2019,166,75
PM-10,Uttarakhand,Dehradun,3,135,312,2017,248,76
PM-2.5,Punjab,Dera Baba Nanak,0,0,104,2016,0,77
PM-2.5,Punjab,Naya Nangal,0,0,104,2016,0,78
PM-2.5,Punjab,Dera Bassi,0,0,104,2016,0,79
PM-2.5,Punjab,Patiala,0,0,104,2016,0,80
PM-10,Uttar Pradesh,Jhansi,2,222,208,2016,116,81
PM-10,Uttar Pradesh,Jhansi,2,238,208,2018,96,82
PM-10,Uttar Pradesh,Jhansi,0,0,104,2019,0,83
PM-10,Uttar Pradesh,Jhansi,2,206,208,2017,113,84
PM-2.5,Punjab,Mandi Gobindgarh,0,0,104,2016,0,85
PM-2.5,Punjab,Khanna,0,0,104,2016,0,86
PM-2.5,Punjab,Ludhiana,0,0,104,2016,0,87
PM-2.5,Punjab,Amritsar,0,0,104,2016,0,88
PM-2.5,Punjab,Jalandhar,0,0,104,2016,0,89
PM-2.5,Odisha,Balasore,3,253,312,2016,47,90
PM-2.5,Odisha,Cuttack,3,310,312,2016,42,91
PM-10,Uttar Pradesh,Allahabad,5,532,520,2016,195,92
PM-10,Uttar Pradesh,Allahabad,5,535,520,2018,231,93
PM-10,Uttar Pradesh,Allahabad,5,261,520,2019,219,94
PM-10,Uttar Pradesh,Allahabad,5,546,520,2017,140,95
PM-2.5,Odisha,Bhubaneswar,6,451,624,2016,36,96
PM-10,Uttar Pradesh,Rai Bareilly,3,255,312,2016,141,97
PM-10,Uttar Pradesh,Rai Bareilly,2,209,208,2018,233,98
PM-10,Uttar Pradesh,Rai Bareilly,3,41,312,2019,115,99
PM-10,Uttar Pradesh,Rai Bareilly,3,224,312,2017,141,100
PM-2.5,Odisha,Angul,0,0,104,2016,0,101
PM-2.5,Odisha,Talcher,5,356,520,2016,35,102
PM-2.5,Odisha,Rourkela,2,131,208,2016,45,103
PM-2.5,Odisha,Kalinga Nagar,3,281,312,2016,46,104
PM-10,Uttar Pradesh,Anpara/ Sonbhadra,2,163,208,2016,132,105
PM-10,Uttar Pradesh,Anpara/ Sonbhadra,2,196,208,2018,191,106
PM-10,Uttar Pradesh,Anpara/ Sonbhadra,2,49,208,2019,151,107
PM-10,Uttar Pradesh,Anpara/ Sonbhadra,2,162,208,2017,154,108
PM-2.5,Nagaland,Kohima,0,0,104,2016,0,109
PM-2.5,Nagaland,Dimapur,0,0,104,2016,0,110
PM-2.5,Meghalaya,Byrnihat,0,0,104,2016,0,111
PM-2.5,Maharashtra,Solapur,0,0,104,2016,0,112
PM-2.5,Maharashtra,Sangli,0,0,104,2016,0,113
PM-2.5,Maharashtra,Jalgaon,0,0,104,2016,0,114
PM-2.5,Maharashtra,Nashik,0,0,104,2016,0,115
PM-10,Uttar Pradesh,Agra,6,805,624,2016,198,116
PM-10,Uttar Pradesh,Agra,6,812,624,2018,209,117
PM-10,Uttar Pradesh,Agra,1,15,104,2019,85,118
PM-10,Uttar Pradesh,Agra,6,657,624,2017,185,119
PM-2.5,Maharashtra,Latur,0,0,104,2016,0,120
PM-10,Uttar Pradesh,Bareilly,2,104,208,2016,253,121
PM-10,Uttar Pradesh,Bareilly,2,209,208,2018,233,122
PM-10,Uttar Pradesh,Bareilly,0,0,104,2019,0,123
PM-10,Uttar Pradesh,Bareilly,2,104,208,2017,195,124
PM-2.5,Maharashtra,Aurangabad,0,0,104,2016,0,125
PM-2.5,Maharashtra,Kolhapur,0,0,104,2016,0,126
PM-2.5,Maharashtra,Jalna,0,0,104,2016,0,127
PM-2.5,Maharashtra,Pune,0,0,104,2016,0,128
PM-10,Uttar Pradesh,Gajraula,2,200,208,2016,193,129
PM-10,Uttar Pradesh,Gajraula,2,199,208,2018,225,130
PM-10,Uttar Pradesh,Gajraula,1,3,104,2019,211,131
PM-10,Uttar Pradesh,Gajraula,2,190,208,2017,207,132
PM-2.5,Maharashtra,Nagpur,0,0,104,2016,0,133
PM-2.5,Maharashtra,Navi Mumbai,0,0,104,2016,0,134
PM-2.5,Maharashtra,Amravati,0,0,104,2016,0,135
PM-2.5,Maharashtra,Thane,0,0,104,2016,0,136
PM-10,Uttar Pradesh,Khurja,2,178,208,2016,216,137
PM-10,Uttar Pradesh,Khurja,2,171,208,2018,214,138
PM-10,Uttar Pradesh,Khurja,0,0,104,2019,0,139
PM-10,Uttar Pradesh,Khurja,2,184,208,2017,209,140
PM-2.5,Maharashtra,Akola,0,0,104,2016,0,141
PM-2.5,Maharashtra,Chandrapur,0,0,104,2016,0,142
PM-2.5,Maharashtra,Ulhasnagar,0,0,104,2016,0,143
PM-2.5,Maharashtra,Mumbai,0,0,104,2016,0,144
PM-10,Uttar Pradesh,Noida,2,175,208,2016,176,145
PM-10,Uttar Pradesh,Noida,2,180,208,2018,264,146
PM-10,Uttar Pradesh,Noida,1,5,104,2019,201,147
PM-10,Uttar Pradesh,Noida,2,172,208,2017,216,148
PM-2.5,Maharashtra,Badlapur,0,0,104,2016,0,149
PM-2.5,Madhya Pradesh,Sagar,2,186,208,2016,30,150
PM-2.5,Madhya Pradesh,Ujjain,4,197,416,2016,44,151
PM-2.5,Madhya Pradesh,Dewas,0,0,104,2016,0,152
PM-10,Uttar Pradesh,Moradabad,2,203,208,2016,196,153
PM-10,Uttar Pradesh,Moradabad,2,195,208,2018,227,154
PM-10,Uttar Pradesh,Moradabad,2,16,208,2019,232,155
PM-10,Uttar Pradesh,Moradabad,2,172,208,2017,217,156
PM-2.5,Madhya Pradesh,Indore,3,272,312,2016,53,157
PM-2.5,Madhya Pradesh,Bhopal,7,301,728,2016,27,158
PM-2.5,Madhya Pradesh,Gwalior,2,12,208,2016,52,159
PM-2.5,Karnataka,Gulbarga,0,0,104,2016,0,160
PM-10,Uttar Pradesh,Firozabad,2,212,208,2016,223,161
PM-10,Uttar Pradesh,Firozabad,3,309,312,2018,226,162
PM-10,Uttar Pradesh,Firozabad,0,0,104,2019,0,163
PM-10,Uttar Pradesh,Firozabad,3,184,312,2017,220,164
PM-2.5,Karnataka,Hubli,2,161,208,2016,36,165
PM-2.5,Karnataka,Devanagere,0,0,104,2016,0,166
PM-2.5,Karnataka,Bangalore,5,429,520,2016,51,167
PM-2.5,Jharkhand,Dhanbad,0,0,104,2016,0,168
PM-10,Uttar Pradesh,Kanpur,8,507,832,2016,217,169
PM-10,Uttar Pradesh,Kanpur,9,804,936,2018,210,170
PM-10,Uttar Pradesh,Kanpur,1,3,104,2019,248,171
PM-10,Uttar Pradesh,Kanpur,8,654,832,2017,225,172
PM-2.5,Jammu & Kashmir,Srinagar,0,0,104,2016,0,173
PM-2.5,Jammu & Kashmir,Jammu,0,0,104,2016,0,174
PM-2.5,Himachal Pradesh,Damtal,0,0,104,2016,0,175
PM-2.5,Himachal Pradesh,Parwanoo,0,0,104,2016,0,176
PM-10,Uttar Pradesh,Varanasi,5,362,520,2017,244,177
PM-10,Uttar Pradesh,Varanasi,0,0,104,2016,0,178
PM-10,Uttar Pradesh,Varanasi,5,283,520,2018,190,179
PM-10,Uttar Pradesh,Varanasi,2,67,208,2019,140,180
PM-2.5,Himachal Pradesh,Sunder Nagar,0,0,104,2016,0,181
PM-2.5,Himachal Pradesh,Paonta Sahib,0,0,104,2016,0,182
PM-2.5,Himachal Pradesh,Kala Amb,0,0,104,2016,0,183
PM-2.5,Himachal Pradesh,Nalagarh,0,0,104,2016,0,184
PM-10,Uttar Pradesh,Lucknow,7,692,728,2016,214,185
PM-10,Uttar Pradesh,Lucknow,8,775,832,2018,217,186
PM-10,Uttar Pradesh,Lucknow,1,138,104,2019,189,187
PM-10,Uttar Pradesh,Lucknow,8,509,832,2017,246,188
PM-2.5,Himachal Pradesh,Baddi,0,0,104,2016,0,189
PM-2.5,Gujarat,Surat,3,278,312,2016,31,190
PM-2.5,Gujarat,Vadodara,3,257,312,2016,30,191
PM-2.5,Gujarat,Ahmedabad,8,719,832,2016,34,192
PM-10,Uttar Pradesh,Ghaziabad,2,219,208,2016,236,193
PM-10,Uttar Pradesh,Ghaziabad,2,181,208,2018,245,194
PM-10,Uttar Pradesh,Ghaziabad,1,3,104,2019,301,195
PM-10,Uttar Pradesh,Ghaziabad,2,122,208,2017,281,196
PM-2.5,Delhi,Delhi,7,564,728,2016,118,197
PM-2.5,Chattisgarh,Korba,0,0,104,2016,0,198
PM-2.5,Chattisgarh,Bhilai,0,0,104,2016,0,199
PM-2.5,Chattisgarh,Raipur,0,0,104,2016,0,200
PM-10,Telangana,Nalgonda,2,205,208,2016,62,201
PM-10,Telangana,Nalgonda,2,144,208,2018,60,202
PM-10,Telangana,Nalgonda,1,18,104,2019,59,203
PM-10,Telangana,Nalgonda,2,171,208,2017,60,204
PM-2.5,Chandigarh,Chandigarh,5,68,520,2016,123,205
PM-2.5,Bihar,Gaya,0,0,104,2016,0,206
PM-2.5,Bihar,Patna,0,0,104,2016,0,207
PM-2.5,Bihar,Muzaffarpur,0,0,104,2016,0,208
PM-10,Telangana,Patancheru,1,106,104,2016,78,209
PM-10,Telangana,Patancheru,1,85,104,2018,81,210
PM-10,Telangana,Patancheru,1,7,104,2019,53,211
PM-10,Telangana,Patancheru,1,104,104,2017,78,212
PM-2.5,Assam,Silcher,0,0,104,2016,0,213
PM-2.5,Assam,Nagaon,0,0,104,2016,0,214
PM-2.5,Assam,Sivasagar,0,0,104,2016,0,215
PM-2.5,Assam,Nalbari,0,0,104,2016,0,216
PM-10,Telangana,Sangareddy,3,293,312,2017,79,217
PM-10,Telangana,Sangareddy,2,211,208,2016,70,218
PM-10,Telangana,Sangareddy,3,258,312,2018,81,219
PM-10,Telangana,Sangareddy,1,41,104,2019,65,220
PM-2.5,Assam,Guwahati,0,0,104,2016,0,221
PM-2.5,Andhra Pradesh,Nellore,0,0,104,2016,0,222
PM-2.5,Andhra Pradesh,Rajahmundry,0,0,104,2016,0,223
PM-2.5,Andhra Pradesh,Ongole,0,0,104,2016,0,224
PM-10,Telangana,Hyderabad,10,913,1040,2016,100,225
PM-10,Telangana,Hyderabad,10,1020,1040,2018,105,226
PM-10,Telangana,Hyderabad,7,201,728,2019,106,227
PM-10,Telangana,Hyderabad,10,988,1040,2017,108,228
PM-2.5,Andhra Pradesh,Guntur,0,0,104,2016,0,229
PM-2.5,Andhra Pradesh,Chittoor,0,0,104,2016,0,230
PM-2.5,Andhra Pradesh,Srikakulam,0,0,104,2016,0,231
PM-2.5,Andhra Pradesh,Vizianagaram,0,0,104,2016,0,232
PM-10,Tamil Nadu,Trichy,5,479,520,2017,86,233
PM-10,Tamil Nadu,Trichy,5,351,520,2016,95,234
PM-10,Tamil Nadu,Trichy,5,476,520,2018,110,235
PM-10,Tamil Nadu,Trichy,5,107,520,2019,63,236
PM-2.5,Andhra Pradesh,Visakhapatnam,0,0,104,2016,0,237
PM-2.5,Andhra Pradesh,Kadapa,0,0,104,2016,0,238
PM-2.5,Andhra Pradesh,Eluru,0,0,104,2016,0,239
PM-2.5,Andhra Pradesh,Anantapur,0,0,104,2016,0,240
PM-10,Tamil Nadu,Thoothukudi/ Tuticorin,3,294,312,2017,132,241
PM-10,Tamil Nadu,Thoothukudi/ Tuticorin,3,251,312,2016,175,242
PM-10,Tamil Nadu,Thoothukudi/ Tuticorin,3,292,312,2018,102,243
PM-10,Tamil Nadu,Thoothukudi/ Tuticorin,3,61,312,2019,81,244
PM-2.5,Andhra Pradesh,Kurnool,0,0,104,2016,0,245
PM-2.5,Andhra Pradesh,Vijayawada,0,0,104,2016,0,246
PM-2.5,West Bengal,Barrackpore,1,144,104,2017,44,247
PM-2.5,West Bengal,Haldia,1,104,104,2017,35,248
PM-10,Rajasthan,Udaipur,3,313,312,2017,125,249
PM-10,Rajasthan,Udaipur,3,315,312,2016,137,250
PM-10,Rajasthan,Udaipur,3,313,312,2018,147,251
PM-10,Rajasthan,Udaipur,0,0,104,2019,0,252
PM-2.5,West Bengal,Howrah,3,316,312,2017,67,253
PM-2.5,West Bengal,Kolkata,3,312,312,2017,69,254
PM-2.5,West Bengal,Raniganj,0,0,104,2017,0,255
PM-2.5,West Bengal,Durgapur,1,103,104,2017,69,256
PM-10,Rajasthan,Kota,6,470,624,2016,110,257
PM-10,Rajasthan,Kota,6,589,624,2018,152,258
PM-10,Rajasthan,Kota,6,152,624,2019,66,259
PM-10,Rajasthan,Kota,6,489,624,2017,131,260
PM-2.5,West Bengal,Asansol,1,104,104,2017,67,261
PM-2.5,Uttarakhand,Kashipur,0,0,104,2017,0,262
PM-2.5,Uttarakhand,Rishikesh,0,0,104,2017,0,263
PM-2.5,Uttarakhand,Dehradun,0,0,104,2017,0,264
PM-2.5,Uttar Pradesh,Jhansi,0,0,104,2017,0,265
PM-2.5,Uttar Pradesh,Allahabad,0,0,104,2017,0,266
PM-2.5,Uttar Pradesh,Rai Bareilly,0,0,104,2017,0,267
PM-10,Rajasthan,Alwar,3,299,312,2016,144,268
PM-10,Rajasthan,Alwar,3,301,312,2018,183,269
PM-10,Rajasthan,Alwar,0,0,104,2019,0,270
PM-10,Rajasthan,Alwar,3,258,312,2017,134,271
PM-2.5,Uttar Pradesh,Anpara/ Sonbhadra,0,0,104,2017,0,272
PM-10,Rajasthan,Jaipur,6,604,624,2016,199,273
PM-10,Rajasthan,Jaipur,9,867,936,2018,165,274
PM-10,Rajasthan,Jaipur,0,0,104,2019,0,275
PM-10,Rajasthan,Jaipur,9,898,936,2017,177,276
PM-2.5,Uttar Pradesh,Agra,4,425,416,2017,124,277
PM-2.5,Uttar Pradesh,Bareilly,0,0,104,2017,0,278
PM-2.5,Uttar Pradesh,Gajraula,0,0,104,2017,0,279
PM-2.5,Uttar Pradesh,Khurja,0,0,104,2017,0,280
PM-10,Rajasthan,Jodhpur,6,606,624,2016,168,281
PM-10,Rajasthan,Jodhpur,9,831,936,2018,223,282
PM-10,Rajasthan,Jodhpur,9,464,936,2019,240,283
PM-10,Rajasthan,Jodhpur,9,712,936,2017,180,284
PM-2.5,Uttar Pradesh,Noida,0,0,104,2017,0,285
PM-2.5,Uttar Pradesh,Moradabad,0,0,104,2017,0,286
PM-2.5,Uttar Pradesh,Firozabad,0,0,104,2017,0,287
PM-2.5,Uttar Pradesh,Kanpur,0,0,104,2017,0,288
PM-10,Punjab,Dera Baba Nanak,0,0,104,2016,0,289
PM-10,Punjab,Dera Baba Nanak,1,118,104,2018,81,290
PM-10,Punjab,Dera Baba Nanak,0,0,104,2019,0,291
PM-10,Punjab,Dera Baba Nanak,1,79,104,2017,90,292
PM-2.5,Uttar Pradesh,Varanasi,0,0,104,2017,0,293
PM-2.5,Uttar Pradesh,Lucknow,1,74,104,2017,102,294
PM-2.5,Uttar Pradesh,Ghaziabad,0,0,104,2017,0,295
PM-2.5,Telangana,Nalgonda,1,87,104,2017,36,296
PM-10,Punjab,Naya Nangal,2,183,208,2016,91,297
PM-10,Punjab,Naya Nangal,2,246,208,2017,91,298
PM-10,Punjab,Naya Nangal,2,241,208,2018,91,299
PM-10,Punjab,Naya Nangal,0,0,104,2019,0,300
PM-2.5,Telangana,Patancheru,1,68,104,2017,31,301
PM-2.5,Telangana,Sangareddy,3,282,312,2017,37,302
PM-2.5,Telangana,Hyderabad,8,677,832,2017,54,303
PM-2.5,Tamil Nadu,Trichy,0,0,104,2017,0,304
PM-10,Punjab,Dera Bassi,2,204,208,2016,98,305
PM-10,Punjab,Dera Bassi,2,230,208,2018,95,306
PM-10,Punjab,Dera Bassi,0,0,104,2019,0,307
PM-10,Punjab,Dera Bassi,2,260,208,2017,93,308
PM-2.5,Tamil Nadu,Thoothukudi/ Tuticorin,0,0,104,2017,0,309
PM-2.5,Rajasthan,Udaipur,0,0,104,2017,0,310
PM-2.5,Rajasthan,Kota,0,0,104,2017,0,311
PM-2.5,Rajasthan,Alwar,0,0,104,2017,0,312
PM-10,Punjab,Patiala,2,117,208,2017,102,313
PM-10,Punjab,Patiala,2,232,208,2016,106,314
PM-10,Punjab,Patiala,2,260,208,2018,98,315
PM-10,Punjab,Patiala,0,0,104,2019,0,316
PM-2.5,Rajasthan,Jaipur,0,0,104,2017,0,317
PM-2.5,Rajasthan,Jodhpur,0,0,104,2017,0,318
PM-2.5,Punjab,Dera Baba Nanak,0,0,104,2017,0,319
PM-2.5,Punjab,Naya Nangal,0,0,104,2017,0,320
PM-10,Punjab,Mandi Gobindgarh,1,110,104,2016,123,321
